date,Q,P,PET,T
1982-12-18,0,0,10.09,23.17
1982-12-19,0,0,11.26,26.17
1982-12-20,0,0,10.6,26.95
1982-12-21,0,0,10.6,27.05
1982-12-22,0,0,11.03,26.06
1982-12-23,0,0,13.87,26.64
1982-12-24,0,0,9.99,24.41
1982-12-25,0,0,10.27,22.55
1982-12-26,0,0,9.43,21.68
1982-12-27,0,0,9.81,23.51
1982-12-28,0,0,9.9,25.8
1982-12-29,0,0.88,9.23,25.63
1982-12-30,0,7.87,8.45,24.25
1982-12-31,0,3.27,6.8,22.83
1983-01-01,0,0.01,9.29,23.32
1983-01-02,0,0,9.68,23.33
1983-01-03,0,0,9.42,23.84
1983-01-04,0,2.24,8.51,23.7
1983-01-05,0,6.16,7.64,23.3
1983-01-06,0,9.39,8.17,23.42
1983-01-07,0,2.94,7.86,23.56
1983-01-08,0,4.77,8.4,23.58
1983-01-09,0,6.29,7.39,22.8
1983-01-10,0,10.15,7.63,22.9
1983-01-11,0,4.05,7.13,22.52
1983-01-12,0,2.77,7.33,22.71
1983-01-13,0,4.28,7.26,22.85
1983-01-14,0,0.46,8.44,22.95
1983-01-15,0.18,0,9.09,22.68
1983-01-16,0,0,9.7,22.44
1983-01-17,0,0.05,8.59,23.83
1983-01-18,0,0,9.55,25.6
1983-01-19,0,0.04,10.44,26.25
1983-01-20,0,0.23,10.02,25.71
1983-01-21,0,9.28,8.31,23.98
1983-01-22,0,11.61,7.05,21.56
1983-01-23,0,2.58,7.49,20.9
1983-01-24,0,0.15,6.75,20.78
1983-01-25,0,0,7.43,21.18
1983-01-26,0,0,8.98,22.53
1983-01-27,0,0,8.67,24.96
1983-01-28,0,0.17,8.8,25.55
1983-01-29,0,0.69,9.08,25.61
1983-01-30,0,0,10.12,26.05
1983-01-31,0,0.22,8.9,25.3
1983-02-01,0,0.42,9.33,24.27
1983-02-02,0,0.01,9.73,23.74
1983-02-03,0,0.04,9.25,24.18
1983-02-04,0,0,9.6,23.82
1983-02-05,0,0,9.62,23.82
1983-02-06,0,0,9.3,24.29
1983-02-07,0,0.05,9.02,24.72
1983-02-08,0,3.85,8.05,25.18
1983-02-09,0,3.66,8.05,23.78
1983-02-10,0,0.21,8.66,23.12
1983-02-11,0,0,9.64,21.33
1983-02-12,0,0,8.93,20.33
1983-02-13,0,0,9.52,21.98
1983-02-14,0,0,9.97,23.69
1983-02-15,0,0,9.87,24.36
1983-02-16,0,0.07,8.63,24.05
1983-02-17,0,0.27,8.48,23.98
1983-02-18,0,0.14,9.57,26.02
1983-02-19,0,0,12.99,28.86
1983-02-20,0,0,13.69,29.16
1983-02-21,0,0,10.4,26.88
1983-02-22,0,0,9.24,25.86
1983-02-23,0,0,12.77,27.9
1983-02-24,0,0,11.28,28.59
1983-02-25,0,0,10.76,27.26
1983-02-26,0,1.08,9.88,22.62
1983-02-27,0,0.09,9.18,23.65
1983-02-28,0,0.97,11.8,24.88
1983-03-01,0,2.7,6.59,23.95
1983-03-02,0,1.62,8.19,23.22
1983-03-03,0,0,8.53,21.99
1983-03-04,0,0,8.83,21.6
1983-03-05,0,0,8.24,22.59
1983-03-06,0,0,8.3,22.33
1983-03-07,0,0,9.06,22.09
1983-03-08,0.27,0,8.94,21.4
1983-03-09,0,0,10.42,23.99
1983-03-10,0,0,10.72,25.4
1983-03-11,0,0,9.39,25.05
1983-03-12,0,0,9.36,25.32
1983-03-13,0,0.01,8.83,24.92
1983-03-14,0,0.71,8.7,24
1983-03-15,0,1.38,8.03,23.38
1983-03-16,0,0.48,5.47,22.43
1983-03-17,0,1.01,7.66,22.85
1983-03-18,0,10.33,4.38,18.98
1983-03-19,0,0.09,6.24,18.96
1983-03-20,0,0,6.65,18.1
1983-03-21,0,0,7.65,18.19
1983-03-22,0,0,7.72,19.84
1983-03-23,0,0,8.53,21.12
1983-03-24,0,0,8.81,23.02
1983-03-25,0.02,0,8.88,24.17
1983-03-26,0,0,8.4,24.26
1983-03-27,0,0.77,8,24.56
1983-03-28,0,0.69,8.16,25.38
1983-03-29,0,0,9.85,25.77
1983-03-30,0,0,8.25,24.93
1983-03-31,0,1.04,9.52,24.41
1983-04-01,0,2.16,7.49,22.82
1983-04-02,0,1.43,7.69,22.23
1983-04-03,0,0.16,6.68,21.74
1983-04-04,0,0.44,7.45,22.41
1983-04-05,0,0,8.17,23.15
1983-04-06,0,0,8.2,22.31
1983-04-07,0,0.37,7.43,21.47
1983-04-08,0,0.37,7.59,20.87
1983-04-09,0,0.26,6.17,20.11
1983-04-10,0,0.17,6.66,20.81
1983-04-11,0,0.68,8.02,22.46
1983-04-12,0,0.56,7.19,21.47
1983-04-13,0,0,6.81,20.56
1983-04-14,0,0,6.63,20.21
1983-04-15,0,0,6.95,20.53
1983-04-16,0,0.01,6.89,19.85
1983-04-17,0,0,7.31,19.99
1983-04-18,0,0,7,20.19
1983-04-19,0,0,7.6,21.81
1983-04-20,0,0,7.61,22.29
1983-04-21,0,0,7.5,22.27
1983-04-22,0,0,7.57,21.94
1983-04-23,0,0,6.56,21.59
1983-04-24,0,0,7.08,21.67
1983-04-25,0,0,7.81,22.7
1983-04-26,0,0,7.4,21.85
1983-04-27,0,0,6.93,20.94
1983-04-28,0,0,6.62,20.61
1983-04-29,NaN,0,6.57,21.24
1983-04-30,NaN,0,7.09,21.1
1983-05-01,NaN,0,6.01,19.8
1983-05-02,NaN,0,6.06,19.38
1983-05-03,NaN,0,7.46,20.87
1983-05-04,0,0,7.55,21.75
1983-05-05,0,0,7.58,20.74
1983-05-06,0,0,6.94,19.76
1983-05-07,0,0,7.02,19.5
1983-05-08,0,0,6.97,19.54
1983-05-09,0,0,5.96,19.4
1983-05-10,0,0.01,5.61,18.11
1983-05-11,0,0,9.16,16.02
1983-05-12,0,0.4,8.25,19.14
1983-05-13,0,11.09,4.72,16.5
1983-05-14,0,0,5.25,12.07
1983-05-15,0,0,4.27,11.15
1983-05-16,0,0,6.21,14.1
1983-05-17,0,0,6.83,16.33
1983-05-18,0,0,6.42,17.16
1983-05-19,0,0,5.7,15.22
1983-05-20,0,0,4.62,11.59
1983-05-21,0,0,4.59,11.19
1983-05-22,0,0,4.67,8.57
1983-05-23,0,0,5.42,10.34
1983-05-24,0,0,5.44,13.81
1983-05-25,0,0,6.12,14.06
1983-05-26,0,0,3.93,10.57
1983-05-27,0,0,4.87,12.39
1983-05-28,0.02,0,5.54,14.45
1983-05-29,0,0,4.42,13.26
1983-05-30,0,0,5.24,12.11
1983-05-31,0,0,5.38,14.26
1983-06-01,0,0,4.94,14.77
1983-06-02,0,0,4.84,14.73
1983-06-03,0,0,4.05,14.68
1983-06-04,0,0,5.06,14.86
1983-06-05,0,0,5.39,15.01
1983-06-06,0,0,5.51,15.25
1983-06-07,0,0,6.52,16.66
1983-06-08,0,1.7,6.35,16.54
1983-06-09,0,0.25,5.6,16.21
1983-06-10,0,0.33,4.96,15.72
1983-06-11,0,6.81,3.56,13.12
1983-06-12,0,5.67,3.02,11.92
1983-06-13,0,0,3.67,13.3
1983-06-14,0,0,4.09,13.47
1983-06-15,0,0.92,4.13,14.71
1983-06-16,0,0.39,3.99,13.15
1983-06-17,0,0,3.62,9.03
1983-06-18,0,0,3.41,10.46
1983-06-19,0,0,3.73,12.75
1983-06-20,0,0,5.32,13.24
1983-06-21,0,0,5.39,13.02
1983-06-22,0,0,4.03,12.16
1983-06-23,0,0,4.34,13.12
1983-06-24,0,0,4.08,12.68
1983-06-25,0,0,4.29,10.04
1983-06-26,0,0,4.54,11.3
1983-06-27,0,0,4.13,13.12
1983-06-28,0,0,3.67,13.02
1983-06-29,0,0,4.69,12.84
1983-06-30,0,0,5.05,13.2
1983-07-01,0,0,4.53,13.69
1983-07-02,0,0,5.14,14.23
1983-07-03,0,0,5.62,12.52
1983-07-04,0,0,4.9,12.07
1983-07-05,0,0,4.25,11.96
1983-07-06,0,0,4.99,12.17
1983-07-07,0,0,5.49,13.62
1983-07-08,0,0,3.88,14.03
1983-07-09,0,0,4.53,13.63
1983-07-10,0,0,4.22,15.19
1983-07-11,0,0,4.7,15.07
1983-07-12,0,0,4.3,14.71
1983-07-13,0,0,4.82,14.89
1983-07-14,0,0,4.4,15.64
1983-07-15,0,0,4.03,14.77
1983-07-16,0,0,4.27,15.37
1983-07-17,0,0,5.26,15.76
1983-07-18,0,0,6.22,15.25
1983-07-19,0,0,5.59,14.99
1983-07-20,0,0,5.16,15.18
1983-07-21,0,0,5.05,14.37
1983-07-22,0,0,4.42,14.01
1983-07-23,0,0,5.15,13.31
1983-07-24,0,0,4.17,10.72
1983-07-25,0,0,5,8.44
1983-07-26,0,0,4.98,10.46
1983-07-27,0,0,5.27,10.85
1983-07-28,0,0,5.83,10.43
1983-07-29,0,0,6.48,13.08
1983-07-30,0,0,6.58,14.34
1983-07-31,0,0,6.59,14.26
1983-08-01,0,0,6.6,14.27
1983-08-02,0,0,4.62,14.23
1983-08-03,0,0,4.45,15.28
1983-08-04,0,0,5.26,15.7
1983-08-05,0,0,5.18,14.97
1983-08-06,0,0,4.8,12.21
1983-08-07,0,0,4.33,7.69
1983-08-08,0,0,5.29,9.28
1983-08-09,0,0,5.57,10.78
1983-08-10,0,0,5.4,12.3
1983-08-11,0,0,6.28,13.42
1983-08-12,0,0,7.4,14.03
1983-08-13,0,0,8.15,14.53
1983-08-14,0,0,6.03,13.62
1983-08-15,0,0,5.38,14.34
1983-08-16,0,0,5.37,14.22
1983-08-17,0,0,5.86,13.98
1983-08-18,0,0,6.1,15.38
1983-08-19,0,0,6.03,16.28
1983-08-20,0,0,5.87,16.34
1983-08-21,0,0,6.3,16.04
1983-08-22,0,0,5.43,16.07
1983-08-23,0,0,8.81,15.39
1983-08-24,0,0,7.96,14.85
1983-08-25,0,0,6.35,14.35
1983-08-26,0,0,5.78,15.02
1983-08-27,0,0,6.1,15.42
1983-08-28,0,0,6.25,16.24
1983-08-29,0,0,6.87,17.43
1983-08-30,0,0,7.73,19.18
1983-08-31,0,0,6.54,19.35
1983-09-01,0,0,7.06,20.15
1983-09-02,0,0,7.91,20.13
1983-09-03,0,0,6.72,18.9
1983-09-04,0,0,6.77,20.08
1983-09-05,0,0,6.88,20.16
1983-09-06,0,0,6.42,20.45
1983-09-07,0,0,6.73,20.31
1983-09-08,0,0,7.8,20.75
1983-09-09,0,0,8.73,21.57
1983-09-10,0,0,8.88,20.26
1983-09-11,0,0,7,18.26
1983-09-12,0,0,7.18,18.12
1983-09-13,0,0,6.29,18.63
1983-09-14,0,0,6.46,19.53
1983-09-15,0,0,6.73,19.58
1983-09-16,0,0,7.11,19.4
1983-09-17,0,0,7.82,19.72
1983-09-18,0,0,8.55,21.19
1983-09-19,0,0,8.27,22.35
1983-09-20,0,0.56,6.88,19.55
1983-09-21,0,0,6.98,12.22
1983-09-22,0,0,6.7,9.2
1983-09-23,0,0,6.64,14.24
1983-09-24,0,0,7.84,17.02
1983-09-25,0,0,7.53,19.31
1983-09-26,0,0,7.78,20.86
1983-09-27,0,0,8.59,21.82
1983-09-28,0,0.23,8.66,22.13
1983-09-29,0,0,9.12,23.88
1983-09-30,0,0,7.7,20.33
1983-10-01,0,0,7.88,19.49
1983-10-02,0,0,7.33,14.11
1983-10-03,0,0,8.28,14.58
1983-10-04,0,0,9.68,19.66
1983-10-05,0,0.63,9.24,22.34
1983-10-06,0,3.39,7.45,19.84
1983-10-07,0,0.67,6.76,18.95
1983-10-08,0,0.01,7.94,19.92
1983-10-09,0,0,8.44,20.21
1983-10-10,0,0,8.35,21.49
1983-10-11,0,0,7.91,22.07
1983-10-12,0,0,8.61,22.2
1983-10-13,0,0,8.31,21.29
1983-10-14,0,0,8.16,21.19
1983-10-15,0,0,9.05,22.6
1983-10-16,0,0,9.73,22.8
1983-10-17,0,0.17,9.03,22.79
1983-10-18,0,0.01,8.47,22.38
1983-10-19,0,0,8.45,21.58
1983-10-20,0,0,8.93,21.56
1983-10-21,0,0,10,22.19
1983-10-22,0,0,10.03,22.94
1983-10-23,0,0,11.12,23.05
1983-10-24,0,0,10.06,22.12
1983-10-25,0,0,11.96,22.81
1983-10-26,0,0.01,8.68,23.83
1983-10-27,0,2.18,8.58,23.25
1983-10-28,0,0,10.58,22.97
1983-10-29,0,0.4,7.87,22.23
1983-10-30,0,0.01,9.22,22.55
1983-10-31,0,0,9.71,22.58
1983-11-01,0,0,9.18,22.8
1983-11-02,0,0.01,9.09,21.97
1983-11-03,0,0.06,9.56,21.44
1983-11-04,0,0,9.46,22.01
1983-11-05,0,0,9.36,22.67
1983-11-06,0,0,9.42,23.21
1983-11-07,0,0,8.98,22.63
1983-11-08,0,0,9.31,21.67
1983-11-09,0,0,9.18,21.57
1983-11-10,0,0,9.24,21.51
1983-11-11,0,0,9.13,19.03
1983-11-12,0,0,8.58,17.89
1983-11-13,0,0,8.49,18.55
1983-11-14,0,0,8.67,19.69
1983-11-15,0,0,8.67,19.98
1983-11-16,0,0,8.86,20.83
1983-11-17,0,0,8.63,20.88
1983-11-18,0,2.14,7.24,19.99
1983-11-19,0,2.16,6.43,18.69
1983-11-20,0,0,8.64,18.56
1983-11-21,0,0,8.67,20
1983-11-22,0,0,8.93,21
1983-11-23,0,0,9.24,21.92
1983-11-24,0,3.22,7.76,22.58
1983-11-25,0,4.48,7.03,21.37
1983-11-26,0,3.46,5.79,20.47
1983-11-27,0,2.81,6.51,20.98
1983-11-28,0,9.1,5.99,20.73
1983-11-29,0,1.99,7.22,21.16
1983-11-30,0,0.01,7.8,21.54
1983-12-01,0,0.02,8.08,21.78
1983-12-02,0,2.31,8.45,22.66
1983-12-03,0,5.72,7.24,22.02
1983-12-04,0,4.26,7.31,21.12
1983-12-05,0,0.81,7.24,20.37
1983-12-06,0,0,8.92,20.96
1983-12-07,0,0,9.37,21.96
1983-12-08,0,0,9.49,22.14
1983-12-09,0,0,9.57,22.41
1983-12-10,0,0,9.93,23.28
1983-12-11,0,0,10.83,25.19
1983-12-12,0,0,10.42,26.24
1983-12-13,0,0.03,9.26,24.98
1983-12-14,0,0.88,9.3,25.4
1983-12-15,0,0.65,8.26,24.99
1983-12-16,0,0.3,9.04,24.11
1983-12-17,0,0.26,9.73,22.93
1983-12-18,0,0.19,9.68,23.53
1983-12-19,0,3.13,7.1,22.24
1983-12-20,0,3.41,7.76,21.72
1983-12-21,0,7.97,6.68,21.47
1983-12-22,0,0.24,8.22,21.17
1983-12-23,0,0.02,9.39,20.96
1983-12-24,0,0,9.04,20.04
1983-12-25,0,0.01,8.9,19.5
1983-12-26,0,0.2,8.31,19.87
1983-12-27,0,1.43,7.85,20.16
1983-12-28,0,3.99,7.57,20.33
1983-12-29,0,4.1,7.18,21.47
1983-12-30,0,12.74,6.56,21.03
1983-12-31,0,11.84,5.07,19.39
1984-01-01,0,0.67,7.24,19.79
1984-01-02,0,0.25,8.19,20.98
1984-01-03,0,0.01,8.16,23.08
1984-01-04,0,0,9.73,24.25
1984-01-05,0,0.09,8.89,24.06
1984-01-06,0,0,9.35,24.24
1984-01-07,0,0.02,8.33,23.38
1984-01-08,0,0.22,9.12,22.86
1984-01-09,0,0,9.35,23.65
1984-01-10,0,0,10.33,24.76
1984-01-11,0,0,9.83,24.67
1984-01-12,0,0,10.96,24.74
1984-01-13,0,0,12.16,24.92
1984-01-14,0,0,9.61,23.85
1984-01-15,0,0,9.3,24.11
1984-01-16,0,0.01,8.9,25.32
1984-01-17,0,0.03,9.85,25.71
1984-01-18,2.1,0,10.78,25
1984-01-19,0,0.02,9.13,23.91
1984-01-20,0,0.41,7.5,23.89
1984-01-21,0,0.69,7.56,24.23
1984-01-22,0,4.83,7.76,24.46
1984-01-23,0,0.94,8.68,24.52
1984-01-24,0,0.31,8.65,24.43
1984-01-25,0,1.25,9.45,24.94
1984-01-26,5.01,0,10.04,25.53
1984-01-27,0,0.01,9.91,24.68
1984-01-28,0,0.01,10.85,25.34
1984-01-29,0,0.02,12.05,25.83
1984-01-30,0,0,12.17,26.29
1984-01-31,0,0,13.3,26.96
1984-02-01,0,0,9.9,24.99
1984-02-02,0,0,10.05,23.93
1984-02-03,0,0.79,8.01,24.12
1984-02-04,0,0.06,8.42,24.19
1984-02-05,0,4.97,7.76,22.73
1984-02-06,0,27.14,6.1,20.17
1984-02-07,0,22.19,4.21,19.75
1984-02-08,0,5.91,5.45,20.37
1984-02-09,0,0,9.17,20.99
1984-02-10,0,0,9.66,21.99
1984-02-11,0,4.94,7.45,21.54
1984-02-12,0,0.05,8.3,23.01
1984-02-13,0,1.49,7.89,22.9
1984-02-14,0,1.29,7.55,23.12
1984-02-15,0,0.02,10.05,24.31
1984-02-16,0,0,9.83,25.32
1984-02-17,0,0,12.96,26.34
1984-02-18,0,0,11.07,26.1
1984-02-19,0,0.28,8.32,25.01
1984-02-20,0,0,8.88,24.46
1984-02-21,2.42,0,8.77,25.74
1984-02-22,0.2,4.17,7.77,24.13
1984-02-23,0,5.69,7.41,23.61
1984-02-24,0,0,8.73,23.6
1984-02-25,0,0.02,8.05,23.01
1984-02-26,0,0.36,7.14,23.59
1984-02-27,0,9.05,7.77,23.15
1984-02-28,0,1.73,8.37,23.35
1984-02-29,0,1.26,8.92,23.58
1984-03-01,0,7.56,6.99,22.48
1984-03-02,0,3.5,7.93,22.95
1984-03-03,0,0.85,8.36,23.83
1984-03-04,0,3.5,9.25,24.61
1984-03-05,0,1.46,7.47,24
1984-03-06,0,4.63,6.89,22.63
1984-03-07,0,12.15,5.7,21.06
1984-03-08,0,14.63,5.89,20.78
1984-03-09,0,1.13,6.85,20.81
1984-03-10,0,1.03,7.27,20.38
1984-03-11,0,16.76,4.61,18.89
1984-03-12,0,3.45,4.79,19.48
1984-03-13,0,2.16,5.23,20.53
1984-03-14,0,0.1,7.47,22.24
1984-03-15,0,4.49,6.91,20.61
1984-03-16,0,3.87,7.22,19.75
1984-03-17,0,13.14,6.51,20.45
1984-03-18,0,0,7.02,21.34
1984-03-19,0,4.52,4.76,20.36
1984-03-20,0,4.96,4.4,19.51
1984-03-21,0,1.02,5.42,20.38
1984-03-22,0,4.46,4.6,19.29
1984-03-23,0,1.51,4.74,18.6
1984-03-24,0,0.44,4.19,18.87
1984-03-25,0,0.15,5.43,19.94
1984-03-26,0,0,6.03,20.83
1984-03-27,0,0,6.23,20.57
1984-03-28,0,0.07,6.59,20.93
1984-03-29,0,4.82,5.46,20.05
1984-03-30,0,1.67,5.28,19.52
1984-03-31,0.23,0.22,6.47,20.16
1984-04-01,0,0.02,8.91,20.62
1984-04-02,0,0.54,7.26,19.08
1984-04-03,0,0.65,6.26,18.86
1984-04-04,0,3.75,4.63,18.69
1984-04-05,0,1.14,4.47,19.33
1984-04-06,0,27.76,4.22,18.22
1984-04-07,0,12.03,4.29,17.95
1984-04-08,0,10.3,3.77,17.64
1984-04-09,0,0,4.77,17.8
1984-04-10,0,0,5.61,18.11
1984-04-11,0,0,5.27,18.76
1984-04-12,0,0.71,4.14,17.97
1984-04-13,0,0.01,5.06,18.26
1984-04-14,0,0.05,5.43,17.98
1984-04-15,0,0.14,5.77,18.19
1984-04-16,0,0,5.77,18.22
1984-04-17,0,0.92,5.68,18.9
1984-04-18,0,0.01,6.06,19.55
1984-04-19,0,0,7.04,19.59
1984-04-20,0,0.12,7.2,19.59
1984-04-21,0,0,7.77,19.53
1984-04-22,0,0.08,6.34,19.26
1984-04-23,0,0,7.25,19.65
1984-04-24,0,0,7.01,19.77
1984-04-25,0,0,6.58,19.06
1984-04-26,0,0,5.73,18.44
1984-04-27,0,0,6.52,17.4
1984-04-28,0,0,6.42,18.91
1984-04-29,0,1.26,6.36,18.68
1984-04-30,0,0.26,6.68,19.16
1984-05-01,0,0.22,5.86,18.74
1984-05-02,0,0,5.84,18.37
1984-05-03,0,0,6.18,17.88
1984-05-04,0,2.11,5.45,16.39
1984-05-05,0,0.02,5.33,15.54
1984-05-06,0,0,5.55,15.06
1984-05-07,0,0,5.67,16.54
1984-05-08,0,0,5.43,18.04
1984-05-09,0,0,5.01,17.79
1984-05-10,0,0,5.68,17.63
1984-05-11,0,0,5.85,17.78
1984-05-12,0,0,5.02,16.3
1984-05-13,0,0,6.33,16.23
1984-05-14,1.04,0,5.88,18.4
1984-05-15,1.2,0,6.25,17.78
1984-05-16,0,0,6,15.23
1984-05-17,0,0,5.11,15.56
1984-05-18,0,0,5.26,17.43
1984-05-19,0,0,5.37,17.3
1984-05-20,0,1.61,5.45,17.49
1984-05-21,0,0.01,5.6,17.68
1984-05-22,0,0.12,5.95,18.28
1984-05-23,0,0,6.98,17.28
1984-05-24,0,0,5.73,15.35
1984-05-25,0,0,5.64,14.67
1984-05-26,0,0,5.16,15.97
1984-05-27,0,0,5.83,15.93
1984-05-28,0,0,6.46,14.87
1984-05-29,0.5,0,6.86,13.9
1984-05-30,0,0,7.29,14.04
1984-05-31,0,0,6.72,11.79
1984-06-01,0,0,5.88,10.69
1984-06-02,0,0,5.24,10.95
1984-06-03,0,0,4.41,12.11
1984-06-04,0,0,4.36,14.4
1984-06-05,0,0,4.54,15.44
1984-06-06,0,0,5.58,15.33
1984-06-07,0,0,6.15,14.81
1984-06-08,0,0,5.43,14.52
1984-06-09,0,0,5.12,14.16
1984-06-10,0,0,4.94,14.26
1984-06-11,0,0,5.12,14.42
1984-06-12,0,0,4.49,13.09
1984-06-13,0,0,4.54,11.95
1984-06-14,0,0,5.74,12.02
1984-06-15,0,0,5.55,13.69
1984-06-16,0,0,5.1,12.98
1984-06-17,0,0,5.3,13.09
1984-06-18,0,0,4.86,12.81
1984-06-19,0,0,4.03,12.57
1984-06-20,0,0,4.01,12.32
1984-06-21,0,0,4.88,9.79
1984-06-22,0,0,5.62,10.36
1984-06-23,0,0,5.21,11.33
1984-06-24,0,0,5.41,13.26
1984-06-25,0,0,5.21,13.28
1984-06-26,0,0,4.99,13.74
1984-06-27,0,0,5.04,14.18
1984-06-28,0,0,4.82,13.85
1984-06-29,0,0,4.02,13.82
1984-06-30,0,0,3.6,14.21
1984-07-01,0,0,3.86,14.02
1984-07-02,0,0,4.02,13.86
1984-07-03,0,0,4.36,13.76
1984-07-04,0,0,3.85,14.02
1984-07-05,0,0,4.17,12.89
1984-07-06,0,0,5.17,12.77
1984-07-07,0,0,5.31,13.42
1984-07-08,0,0,6.01,13.02
1984-07-09,0,0,5.59,12.2
1984-07-10,0,0,4.6,11.84
1984-07-11,0,0,5.4,13.19
1984-07-12,0,0,5.63,14.32
1984-07-13,0,0,4.38,13.92
1984-07-14,0,0,3.47,14.53
1984-07-15,0,0,5.55,14.2
1984-07-16,0,0,5.62,14.26
1984-07-17,0,0,5.4,13.8
1984-07-18,0,0,4.26,13.71
1984-07-19,0,0,4.16,13.35
1984-07-20,0,0,4.78,12.62
1984-07-21,0,0,5.35,9.14
1984-07-22,0,0,5.36,9.78
1984-07-23,0,0,5.6,11.28
1984-07-24,0,0,5.85,12.08
1984-07-25,0,0,5.85,12.7
1984-07-26,0,0,5.21,12.8
1984-07-27,0,0,5.11,13.06
1984-07-28,0,0,5.21,13.94
1984-07-29,0,0,4.66,14.05
1984-07-30,0,0,6.15,15.49
1984-07-31,0,0.31,6.65,16.08
1984-08-01,0,0,5.83,15.29
1984-08-02,0,0,6.48,14.42
1984-08-03,0,0,3.86,12.99
1984-08-04,0,0,5.92,14.05
1984-08-05,0,0,5.23,14.4
1984-08-06,0,0,6.44,14.44
1984-08-07,0,0,6.97,16.74
1984-08-08,0,0,5.69,16.44
1984-08-09,0,0,6.27,16.27
1984-08-10,0,0,5.66,16.22
1984-08-11,0,0,5.35,16.52
1984-08-12,0,0,5.75,16.88
1984-08-13,0,0,5.65,17.05
1984-08-14,0,0,7.7,17.53
1984-08-15,0,0,6.5,17.54
1984-08-16,0,0,6.66,17.22
1984-08-17,0,0,6.68,17.3
1984-08-18,0,0,6.88,17.14
1984-08-19,0,0,6.77,16.97
1984-08-20,0,0,6.52,17
1984-08-21,0,0,6.32,17.38
1984-08-22,0,0,5.89,18.04
1984-08-23,0,0,6.12,17.47
1984-08-24,0,0,6.33,16.55
1984-08-25,0,0,6.1,16.01
1984-08-26,0,0,6.65,15.48
1984-08-27,0,0,5.59,15.39
1984-08-28,0,0,7.8,16.59
1984-08-29,0,0,6.02,16.13
1984-08-30,0,0.19,5.9,14.54
1984-08-31,0,0,5.32,14.15
1984-09-01,0,0,6.02,17.27
1984-09-02,0,0,6.29,17.88
1984-09-03,0,0,6.11,16.36
1984-09-04,0,0,6.32,13.49
1984-09-05,0,0,6.3,13.06
1984-09-06,0,0,6.39,14.44
1984-09-07,0,0,6.77,15.3
1984-09-08,0,0,6.22,15.73
1984-09-09,0,0,6.67,16.22
1984-09-10,0,0,7.35,17.94
1984-09-11,0,0,6.79,18.67
1984-09-12,0,0,6.13,16.89
1984-09-13,0,0,7.38,17.55
1984-09-14,0,0,7.76,17.17
1984-09-15,0,0,6.6,15.09
1984-09-16,0,0,6.34,14.69
1984-09-17,0,0,8.01,17.49
1984-09-18,0,0,8.2,18.88
1984-09-19,0,0,7,18.92
1984-09-20,0,0,8.23,20.91
1984-09-21,0,0,7.81,22.34
1984-09-22,0,0,8.54,23.22
1984-09-23,0,0,10.77,23.18
1984-09-24,0,0,10.68,23.4
1984-09-25,0,0,8.92,21.81
1984-09-26,0,0,7.79,22.07
1984-09-27,0,0,9.08,23.61
1984-09-28,0,0.07,7.93,23.65
1984-09-29,0,0.05,8.95,24.17
1984-09-30,0,0,8.93,22.69
1984-10-01,0,0.11,7.37,20.63
1984-10-02,0,0,7.16,17.57
1984-10-03,0,0.01,7.06,10.74
1984-10-04,0,0,7.21,12.45
1984-10-05,0,0,6.68,13.54
1984-10-06,0,0,7.36,16.1
1984-10-07,0,0,7.82,19.51
1984-10-08,0,1.03,8.31,19.83
1984-10-09,0,0.14,7.89,19.31
1984-10-10,0,0,8.3,19.31
1984-10-11,0,0,7.62,19.5
1984-10-12,0,0,7.64,19.08
1984-10-13,0,0,7.57,19.42
1984-10-14,0,0,7.63,17.8
1984-10-15,0,0,9.28,19.94
1984-10-16,0,0,9.72,22.98
1984-10-17,0,0.27,8.49,23.09
1984-10-18,0,0.1,9.43,23.88
1984-10-19,0,1.22,7.28,22.68
1984-10-20,0,0.2,8.05,22.57
1984-10-21,0,0,8.42,22.05
1984-10-22,0,0,8.62,20.3
1984-10-23,0,0,8.28,21.33
1984-10-24,0,0,9.83,22.47
1984-10-25,0,0.07,8.77,23.21
1984-10-26,0,3.82,6.64,19.87
1984-10-27,0,0.37,7.42,20.38
1984-10-28,0,0,8.69,19.92
1984-10-29,0,0,8.88,20.27
1984-10-30,0,0,8.87,22.04
1984-10-31,0,0.03,9.08,22.48
1984-11-01,0,0,8.48,22.38
1984-11-02,0,0.04,10.49,23.7
1984-11-03,0,0,9.64,24.06
1984-11-04,0,0,8.98,22.87
1984-11-05,0,0,9.61,24.68
1984-11-06,0,0.44,9.16,23.75
1984-11-07,0,0.24,10.28,23.29
1984-11-08,0,2.65,8.25,21.02
1984-11-09,0,9.98,6.5,19.4
1984-11-10,0,0.18,8.14,21.38
1984-11-11,0,1.61,9.2,22.79
1984-11-12,0,0,12.46,25.08
1984-11-13,0,0,10.44,25.12
1984-11-14,0,0,9.96,24.39
1984-11-15,0,0,9.99,22.84
1984-11-16,0,0,10.45,23.96
1984-11-17,0,0,12.33,25.96
1984-11-18,0,0,11.69,26.27
1984-11-19,0,0.06,10.66,25.74
1984-11-20,0,0,11.74,25.86
1984-11-21,0,0,12.43,25.23
1984-11-22,0,0.01,12.75,24.53
1984-11-23,0,0,9.62,24.26
1984-11-24,0,0,8.33,23.59
1984-11-25,0,0.01,9.53,23.98
1984-11-26,0,0,9.88,24.15
1984-11-27,0,2.36,8.61,22.92
